$1
1	1	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	1	1	0	1	1	1	1	1
1	0	0	0	0	1	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0
0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	1	0
0	1	0	1	0	1	1	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1
0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0
0	0	0	1	1	0	1	1	1	0	0	0	0	1	0	1	0	0	1	1	1	0	1	0	0
1	0	1	1	1	0	0	0	1	0	1	1	0	0	1	0	1	0	1	1	0	1	1	1	1
0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0
0	0	1	0	1	1	1	0	0	1	1	1	0	0	1	0	1	0	1	1	0	1	0	0	1
1	1	1	0	0	0	0	0	1	0	1	0	1	1	0	1	1	1	0	0	1	0	1	0	1
0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	0
1	1	0	0	1	1	0	0	0	1	0	1	0	1	0	1	0	1	1	1	1	1	1	0	0
0	0	0	1	1	0	0	1	0	1	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0
0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0
1	0	1	1	1	1	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	1	1
0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	1	1	1	1	1
0	0	0	0	1	0	1	1	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1
0	1	1	1	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	1
1	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	1	1	1	0	1	1	0
1	1	1	1	0	1	0	1	1	1	0	1	0	1	1	0	1	1	0	0	0	1	1	0	0
0	1	0	1	1	0	1	0	0	1	0	1	0	1	1	0	1	0	1	0	1	1	0	1	0
0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	0	1
1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	0	1	0	1	1	0	1	0	1
1	0	1	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	1	0	1	1	0	0	1
1	1	0	1	1	0	1	0	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	1	0
$2
0	0	1	1	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0
1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0
0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1
0	0	1	1	0	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	0
1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	1	1	0	1	0
1	1	1	0	1	1	1	0	1	0	0	1	1	0	0	1	1	1	1	1	0	1	1	0	0
1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	0
0	0	0	1	0	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	0	1
1	0	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	0	1	0	0
1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1
0	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	0	1	1	1	1	0	1
0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0	1
0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1
0	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	1	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0
0	1	0	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	0	1
1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1
0	0	1	1	1	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1
0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	1	1
0	0	1	0	0	0	1	1	0	0	1	1	0	1	1	0	1	1	0	1	0	1	0	0	1
1	0	1	1	1	1	1	0	1	1	0	0	1	1	1	0	1	0	0	0	0	0	1	1	1
0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0
0	1	1	1	1	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	1	1
1	0	1	1	1	1	1	1	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	0	0
1	0	1	1	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	1	0	1
$3
1	1	0	1	1	1	0	0	1	0	1	0	1	0	1	0	0	1	1	0	1	1	1	1	1
1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	1	0	1	0	0
1	0	0	1	1	0	1	0	1	1	1	0	0	1	0	0	1	1	1	0	0	1	0	1	1
1	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0	1	1	1	1	0	0	1	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1
0	0	1	1	0	1	0	0	1	0	0	1	1	1	0	1	1	1	0	1	1	1	0	1	0
0	0	1	0	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0
0	1	1	1	0	1	0	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	1	1	1
1	1	0	0	0	1	1	1	0	1	0	0	1	0	1	1	1	1	0	0	1	0	1	0	0
1	1	0	0	0	0	1	1	1	0	1	0	1	1	0	0	1	0	1	0	1	0	1	0	0
1	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1
0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0
0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	1	0
0	1	0	1	0	1	1	1	0	0	0	1	1	0	1	1	1	0	0	0	1	1	0	0	0
0	0	0	1	1	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1
1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	1
0	0	0	0	1	1	0	0	1	1	0	1	0	0	1	1	1	1	0	0	0	0	0	1	0
0	1	0	0	1	0	1	0	0	0	1	1	1	0	0	1	1	0	1	0	0	1	0	0	1
1	0	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	1	1	1	0	1	0	0	1
0	1	1	1	0	0	1	0	0	1	1	0	0	0	1	1	1	1	0	1	0	1	0	0	1
1	1	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1
1	0	1	0	0	0	1	0	1	1	1	1	0	0	1	0	0	1	0	1	0	0	1	1	1
0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	0	0	1	0	1	1	0	0	0	1
0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	1
0	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	0	0	1	0	1	1	1	0
$4
0	1	0	1	1	0	1	0	1	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0
0	1	0	1	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	0	1	0	0	0	1
0	0	1	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	1	0	1
1	0	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	0	0	1	0	1
0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	1	0	1	0	1	0	1	1	0
0	1	1	0	0	1	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	1	1	1	1
1	1	0	1	0	0	1	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	1	0
1	1	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	1	1	0	1	1	1	0	0
1	0	1	1	0	1	0	0	0	1	0	0	1	1	0	1	1	0	0	1	0	1	0	1	0
0	0	0	1	1	0	0	1	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0
0	0	1	1	1	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	1	1
1	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	1	1	0	1	0	1	1	1
1	0	1	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1
1	0	0	1	0	1	1	0	0	0	1	0	0	1	1	1	1	0	1	0	0	0	0	1	0
1	0	1	1	0	1	0	0	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	0	0
1	1	0	1	1	0	0	0	1	1	0	1	1	0	0	0	0	1	1	1	1	0	1	0	1
0	0	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	1	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0
0	0	1	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1
1	0	0	1	1	0	1	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0
0	1	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	1	1	0	1	0	0	1	0
0	1	0	1	0	0	1	1	0	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1
1	1	1	0	1	0	1	0	1	0	1	1	0	1	1	1	1	0	0	1	0	1	1	1	1
1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	1	1	1	0
0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	1	1	1	1	0	0	0	0	1
$5
1	0	0	0	1	0	1	0	0	0	1	1	1	1	1	0	1	0	0	0	0	1	0	1	1
1	1	1	0	0	0	1	0	1	0	1	1	1	0	1	0	1	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0
0	1	0	0	1	1	1	1	1	0	0	0	1	0	0	0	1	0	1	1	0	1	1	1	0
0	0	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	1	0	1
0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1
1	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0
1	1	1	1	1	1	0	1	1	1	0	0	1	0	0	1	0	1	0	1	1	1	1	1	0
1	1	0	1	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0
1	0	0	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	0	0	1	0	1	1
0	0	1	0	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0
0	1	1	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	1	0	1
1	0	1	0	1	1	1	1	1	1	0	0	1	1	1	0	0	1	0	0	1	1	1	1	0
0	0	0	1	1	0	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	1	1	0
1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0
0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	0	0	1
0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0
1	1	0	1	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	0	1	0	1	1	0
0	0	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
1	0	1	1	1	0	1	1	0	1	1	1	0	0	0	0	1	1	1	0	0	1	0	1	0
1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1
0	1	0	1	1	0	0	0	1	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	1
0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	1
1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1
$6
1	0	0	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	1
1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	1	1	0	0	0
1	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1
0	0	1	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1
1	0	1	0	0	1	0	1	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0
0	0	1	0	1	1	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0
0	1	1	0	0	1	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	0
1	0	0	0	1	0	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	0	0	1	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	1	1
1	0	1	1	1	1	0	1	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	1	0
1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	1	1	0	0	1	0	1	1	0	0
1	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	1
0	1	0	1	0	1	0	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0	1	0	0
0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0
1	0	1	0	1	1	0	1	0	0	1	1	0	1	1	0	0	0	1	1	0	0	1	1	0
1	1	1	1	1	0	0	0	0	1	0	1	0	1	1	0	1	1	0	0	0	0	1	0	1
0	0	0	1	1	1	1	1	1	0	1	0	0	1	0	0	0	1	0	1	0	1	1	0	1
0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	0	0	1	1	0	1	0
1	1	0	0	0	1	0	0	0	1	1	0	0	1	1	1	0	1	1	1	0	0	1	1	1
1	0	1	1	1	0	0	0	1	0	1	0	1	0	0	1	0	0	1	1	1	0	1	1	1
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1
1	0	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	0	0	0	1	1	0	1	0
0	1	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	0	0	1
0	0	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	0	1	0	0	1
$7
0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1
0	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1
0	1	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0
0	1	1	0	1	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1
1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1
1	0	1	1	1	0	0	1	1	0	0	1	0	1	0	0	1	1	1	0	0	0	1	1	0
0	0	0	1	0	0	0	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	0	0
1	1	0	0	0	1	0	1	1	0	1	0	1	1	0	0	1	1	0	0	1	0	1	1	1
1	0	1	0	0	0	0	1	0	1	0	1	1	1	1	0	1	0	0	1	0	1	1	1	1
1	1	0	0	1	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	1	1	0	0	1
0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	1	1	0	1	1	1
1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	1	0	0	1	1
1	0	0	1	1	1	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	1	0
1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	0	1
0	1	0	1	1	1	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	1	0	1	1
0	0	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	1	0	1	0
0	0	0	1	0	1	0	1	0	1	0	0	0	1	1	0	1	0	1	1	0	0	0	0	1
0	1	0	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1
0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	1	0	1	0	1
1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1	0	0	0	0	1	0	1
0	1	1	0	0	1	1	1	1	0	0	0	1	1	0	0	1	0	1	1	1	0	1	1	1
0	0	0	0	1	1	0	0	1	1	0	0	1	1	1	1	0	1	1	0	1	1	0	1	1
0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	0	1	1	0	1	1	0	0	1	1
0	1	0	1	0	0	0	1	1	0	1	1	0	0	1	0	1	0	1	1	1	0	0	0	0
1	0	0	1	1	0	1	0	1	0	1	1	0	0	1	1	0	0	1	0	0	0	1	0	0
$8
0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
1	0	0	0	1	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1
1	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	1	0	1	1	1	0	1	0
0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	1	0	1	1	1	1	0	1	1	0
0	0	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	0	1	0	0	1	1	0
0	0	1	0	0	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	1	0	1	0	1
0	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1
0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1
0	1	1	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	1	1	0
1	1	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	1
